activity,timestamp,rental,inventory,customer,staff,inspection,invoice,store,lifecycle
return_inventory,2020-01-02 17:23:43.255480,[1514],"[82, 133]",57,1,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 17:23:43.255480,[1540],"[19, 47]",58,2,EMPTY,EMPTY,2,complete
lend_inventory,2020-01-02 17:23:43.255480,"[1587, 1556]","[64, 65]",77,11,EMPTY,EMPTY,7,complete
return_inventory,2020-01-02 17:23:43.255480,"[1554, 1572]","[129, 6]",22,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 17:23:43.255480,[1627],[50],46,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 17:23:43.255480,[1626],"[85, 158]",79,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 17:23:43.255480,[1625],[91],28,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 17:23:43.255480,[1618],EMPTY,1,EMPTY,EMPTY,[2364],1,complete
lend_inventory,2020-01-02 17:23:43.255480,[1526],[24],50,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 17:23:43.255480,[1624],[40],16,EMPTY,EMPTY,EMPTY,2,complete
cancel_inventory,2020-01-02 17:23:43.255480,[1591],[62],7,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:23:43.255480,[1623],"[57, 43]",48,EMPTY,EMPTY,EMPTY,6,complete
create_invoice,2020-01-02 17:24:25.115945,"[1627, 1628]",EMPTY,EMPTY,18,EMPTY,"[2373, 2374]",4,complete
create_invoice,2020-01-02 17:25:06.976410,[1623],EMPTY,EMPTY,7,EMPTY,[2375],6,complete
confirm_invoice,2020-01-02 17:25:48.836875,"[1600, 1536, 1605, 1544, 1548, 1581, 1550, 1522, 1593]",EMPTY,EMPTY,16,EMPTY,"[2317, 2328, 2332, 2333, 2338, 2339, 2340, 2341, 2342]",2,complete
create_invoice,2020-01-02 17:26:30.697340,"[1604, 1621, 1625, 1595, 1597, 1599]",EMPTY,EMPTY,11,EMPTY,"[2376, 2377, 2378, 2379, 2380, 2381]",7,complete
confirm_rental,2020-01-02 17:27:54.418270,"[1446, 1447, 1449, 1454, 1456, 1462, 1465, 1469, 1471, 1472, 1474, 1475, 1477, 1485, 1491, 1493]",EMPTY,EMPTY,3,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:29:18.139200,[1601],EMPTY,20,EMPTY,EMPTY,[2368],6,complete
lend_inventory,2020-01-02 17:29:18.139200,"[1454, 1446]","[104, 148]",31,15,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:29:18.139200,"[1533, 1486]",EMPTY,69,EMPTY,EMPTY,"[2348, 2354]",6,complete
create_rental,2020-01-02 17:29:18.139200,[1637],"[70, 31]",51,EMPTY,EMPTY,EMPTY,2,complete
cancel_inventory,2020-01-02 17:29:18.139200,[1447],[105],38,EMPTY,EMPTY,EMPTY,3,complete
cancel_inventory,2020-01-02 17:29:18.139200,[1472],[3],73,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:29:18.139200,[1595],EMPTY,35,EMPTY,EMPTY,[2376],7,complete
pay_invoice,2020-01-02 17:29:18.139200,[1616],EMPTY,15,EMPTY,EMPTY,[2363],1,complete
create_rental,2020-01-02 17:29:18.139200,[1636],"[133, 167]",22,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 17:29:18.139200,[1597],EMPTY,56,EMPTY,EMPTY,[2377],7,complete
cancel_inventory,2020-01-02 17:29:18.139200,[1493],[42],59,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 17:29:18.139200,[1635],[8],79,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:29:18.139200,"[1621, 1599]",EMPTY,21,EMPTY,EMPTY,"[2378, 2380]",7,complete
lend_inventory,2020-01-02 17:29:18.139200,"[1474, 1469]","[140, 46, 33, 61]",45,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 17:29:18.139200,[1477],"[128, 38]",66,15,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:29:18.139200,"[1553, 1603, 1543]",EMPTY,34,EMPTY,EMPTY,"[2314, 2355, 2369]",6,complete
create_rental,2020-01-02 17:29:18.139200,[1630],[132],76,EMPTY,EMPTY,EMPTY,6,complete
create_rental,2020-01-02 17:29:18.139200,[1631],[28],60,EMPTY,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-02 17:29:18.139200,"[1456, 1449, 1465]","[116, 111, 102, 122]",3,15,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 17:29:18.139200,"[1485, 1462]","[137, 53, 16]",17,15,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 17:29:18.139200,[1588],[101],63,7,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:29:18.139200,[1632],"[78, 47]",23,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 17:29:18.139200,[1633],[62],42,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:29:18.139200,[1634],"[162, 19]",72,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:29:18.139200,[1612],EMPTY,71,EMPTY,EMPTY,[2361],1,complete
cancel_inventory,2020-01-02 17:29:18.139200,[1471],[108],10,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:29:18.139200,[1602],EMPTY,39,EMPTY,EMPTY,[2336],4,complete
create_invoice,2020-01-02 17:29:59.999665,[1633],EMPTY,EMPTY,11,EMPTY,[2382],7,complete
confirm_invoice,2020-01-02 17:32:47.441525,"[1616, 1618, 1619, 1612]",EMPTY,EMPTY,1,EMPTY,"[2361, 2363, 2364, 2365]",1,complete
confirm_rental,2020-01-02 17:33:29.301990,"[1581, 1593, 1600, 1605]",EMPTY,EMPTY,16,EMPTY,EMPTY,2,complete
inspect_inventories,2020-01-02 17:34:11.162455,[1574],[28],EMPTY,4,[1886],EMPTY,4,start
create_rental,2020-01-02 17:34:53.022920,[1641],"[105, 42]",73,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 17:34:53.022920,"[1454, 1446]","[104, 148]",31,3,EMPTY,EMPTY,3,complete
cancel_inventory,2020-01-02 17:34:53.022920,[1605],[124],51,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 17:34:53.022920,[1640],[101],35,EMPTY,EMPTY,EMPTY,7,complete
lend_inventory,2020-01-02 17:34:53.022920,[1600],"[39, 71]",44,16,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:34:53.022920,[1613],EMPTY,50,EMPTY,EMPTY,[2362],1,complete
cancel_inventory,2020-01-02 17:34:53.022920,[1491],[157],52,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:34:53.022920,"[1576, 1614]",EMPTY,11,EMPTY,EMPTY,"[2309, 2357]",4,complete
create_rental,2020-01-02 17:34:53.022920,[1642],"[120, 164]",65,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:34:53.022920,[1574],EMPTY,53,EMPTY,EMPTY,[2383],4,complete
return_inventory,2020-01-02 17:34:53.022920,"[1456, 1449, 1465]","[116, 111, 102, 122]",3,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 17:34:53.022920,[1447],[17],38,15,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:34:53.022920,[1503],EMPTY,41,EMPTY,EMPTY,[2352],6,complete
cancel_inventory,2020-01-02 17:34:53.022920,[1593],[120],79,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 17:34:53.022920,[1638],[93],39,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 17:34:53.022920,[1627],EMPTY,46,EMPTY,EMPTY,[2373],4,complete
return_inventory,2020-01-02 17:34:53.022920,"[1499, 1501, 1511]","[48, 151, 123, 109]",42,7,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:34:53.022920,[1639],"[18, 106]",76,EMPTY,EMPTY,EMPTY,6,complete
create_invoice,2020-01-02 17:35:11.162455,[1574],EMPTY,EMPTY,13,EMPTY,[2383],4,complete
create_invoice,2020-01-02 17:35:34.883385,"[1636, 1620, 1629]",EMPTY,EMPTY,2,EMPTY,"[2384, 2385, 2386]",1,complete
inspect_inventories,2020-01-02 17:36:16.743850,[1540],"[19, 47]",EMPTY,16,"[1889, 1890]",EMPTY,2,start
create_invoice,2020-01-02 17:37:16.743850,[1540],EMPTY,EMPTY,16,EMPTY,[2387],2,complete
confirm_rental,2020-01-02 17:37:40.464780,"[1542, 1561, 1563, 1577, 1582, 1586, 1598]",EMPTY,EMPTY,4,EMPTY,EMPTY,4,complete
inspect_inventories,2020-01-02 17:39:04.185710,"[1499, 1588, 1501, 1511]","[101, 48, 151, 123, 109]",EMPTY,11,"[1895, 1902, 1903, 1904, 1905]",EMPTY,7,start
create_invoice,2020-01-02 17:40:04.185710,"[1499, 1511]",EMPTY,EMPTY,11,EMPTY,"[2388, 2389]",7,complete
return_inventory,2020-01-02 17:40:27.906640,[1600],"[39, 71]",44,2,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:40:27.906640,[1623],EMPTY,48,EMPTY,EMPTY,[2375],6,complete
create_rental,2020-01-02 17:40:27.906640,[1644],"[126, 118]",69,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 17:40:27.906640,"[1598, 1582]","[156, 59]",25,4,EMPTY,EMPTY,4,complete
lend_inventory,2020-01-02 17:40:27.906640,[1563],"[29, 69]",74,18,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 17:40:27.906640,[1620],EMPTY,1,EMPTY,EMPTY,[2384],1,complete
cancel_inventory,2020-01-02 17:40:27.906640,[1491],[141],52,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 17:40:27.906640,[1584],[98],21,7,EMPTY,EMPTY,7,complete
return_inventory,2020-01-02 17:40:27.906640,"[1521, 1580]","[67, 117, 119]",56,7,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 17:40:27.906640,[1606],EMPTY,78,EMPTY,EMPTY,[2360],1,complete
pay_invoice,2020-01-02 17:40:27.906640,"[1596, 1607]",EMPTY,55,EMPTY,EMPTY,"[2367, 2370]",6,complete
cancel_inventory,2020-01-02 17:40:27.906640,[1581],[79],37,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:40:27.906640,[1558],EMPTY,51,EMPTY,EMPTY,[2347],2,complete
create_rental,2020-01-02 17:40:27.906640,[1643],"[139, 92]",13,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 17:40:27.906640,"[1633, 1499, 1604, 1511]",EMPTY,42,EMPTY,EMPTY,"[2379, 2382, 2388, 2389]",7,complete
confirm_invoice,2020-01-02 17:41:09.767105,"[1602, 1574, 1576, 1614, 1627]",EMPTY,EMPTY,13,EMPTY,"[2309, 2336, 2357, 2373, 2383]",4,complete
create_invoice,2020-01-02 17:41:51.627570,"[1643, 1644, 1630, 1639]",EMPTY,EMPTY,8,EMPTY,"[2390, 2391, 2392, 2393]",6,complete
inspect_inventories,2020-01-02 17:42:33.488035,"[1584, 1521, 1580]","[67, 117, 119, 98]",EMPTY,11,"[1906, 1907, 1908, 1909]",EMPTY,7,start
inspect_inventories,2020-01-02 17:43:15.348500,[1600],"[39, 71]",EMPTY,16,"[1910, 1911]",EMPTY,2,start
create_invoice,2020-01-02 17:43:33.488035,[1580],EMPTY,EMPTY,17,EMPTY,[2394],7,complete
create_invoice,2020-01-02 17:44:15.348500,[1600],EMPTY,EMPTY,16,EMPTY,[2395],2,complete
inspect_inventories,2020-01-02 17:45:20.929895,"[1539, 1572, 1541, 1514, 1551, 1554, 1559, 1500, 1564]","[154, 54, 153, 166, 160, 20, 142, 129, 6, 82, 133, 60, 167]",EMPTY,6,"[1845, 1846, 1867, 1872, 1873, 1874, 1875, 1887, 1888, 1891, 1892, 1893, 1894]",EMPTY,1,start
create_rental,2020-01-02 17:46:02.790360,[1649],"[114, 68]",55,EMPTY,EMPTY,EMPTY,6,complete
lend_inventory,2020-01-02 17:46:02.790360,[1577],[2],18,4,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 17:46:02.790360,"[1485, 1462]","[137, 53, 16]",17,3,EMPTY,EMPTY,3,complete
lend_inventory,2020-01-02 17:46:02.790360,"[1561, 1586, 1542]","[27, 96, 13, 87]",46,4,EMPTY,EMPTY,4,complete
return_inventory,2020-01-02 17:46:02.790360,"[1474, 1469]","[140, 46, 33, 61]",45,3,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 17:46:02.790360,[1651],"[104, 111]",10,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 17:46:02.790360,[1477],"[128, 38]",66,3,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 17:46:02.790360,[1526],[24],50,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 17:46:02.790360,[1650],"[71, 103]",9,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:46:02.790360,[1580],EMPTY,56,EMPTY,EMPTY,[2394],7,complete
pay_invoice,2020-01-02 17:46:02.790360,[1600],EMPTY,44,EMPTY,EMPTY,[2395],2,complete
pay_invoice,2020-01-02 17:46:02.790360,[1515],EMPTY,79,EMPTY,EMPTY,[2337],2,complete
create_rental,2020-01-02 17:46:02.790360,[1647],"[98, 117]",77,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:46:02.790360,[1646],"[3, 141]",52,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:46:02.790360,[1559],EMPTY,71,EMPTY,EMPTY,[2400],1,complete
create_rental,2020-01-02 17:46:02.790360,[1645],"[60, 6]",57,EMPTY,EMPTY,EMPTY,1,complete
cancel_inventory,2020-01-02 17:46:02.790360,[1605],[103],51,EMPTY,EMPTY,EMPTY,2,complete
pay_invoice,2020-01-02 17:46:02.790360,[1564],EMPTY,64,EMPTY,EMPTY,[2401],1,complete
create_rental,2020-01-02 17:46:02.790360,[1648],"[124, 79]",58,EMPTY,EMPTY,EMPTY,2,complete
create_invoice,2020-01-02 17:46:20.929895,"[1539, 1572, 1514, 1554, 1559, 1500, 1564]",EMPTY,EMPTY,2,EMPTY,"[2396, 2397, 2398, 2399, 2400, 2401, 2402]",1,complete
create_invoice,2020-01-02 17:46:44.650825,"[1641, 1651, 1646]",EMPTY,EMPTY,15,EMPTY,"[2403, 2404, 2405]",3,complete
confirm_invoice,2020-01-02 17:47:26.511290,"[1606, 1613, 1620, 1559, 1564]",EMPTY,EMPTY,1,EMPTY,"[2360, 2362, 2384, 2400, 2401]",1,complete
create_invoice,2020-01-02 17:48:08.371755,"[1640, 1647]",EMPTY,EMPTY,14,EMPTY,"[2406, 2407]",7,complete
confirm_invoice,2020-01-02 17:48:50.232220,"[1600, 1515, 1558]",EMPTY,EMPTY,16,EMPTY,"[2337, 2347, 2395]",2,complete
confirm_invoice,2020-01-02 17:49:32.092685,"[1381, 1573, 1545, 1578, 1579, 1388, 1520, 1523, 1428, 1525, 1557, 1592, 1562, 1565, 1567]",EMPTY,EMPTY,20,EMPTY,"[2223, 2262, 2263, 2288, 2289, 2290, 2291, 2292, 2293, 2294, 2296, 2312, 2313, 2316, 2331]",5,complete
create_invoice,2020-01-02 17:50:55.813615,[1649],EMPTY,EMPTY,8,EMPTY,[2408],6,complete
create_rental,2020-01-02 17:51:37.674080,[1660],[2],53,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 17:51:37.674080,[1644],EMPTY,69,EMPTY,EMPTY,[2393],6,complete
pay_invoice,2020-01-02 17:51:37.674080,[1651],EMPTY,10,EMPTY,EMPTY,[2405],3,complete
return_inventory,2020-01-02 17:51:37.674080,[1563],"[29, 69]",74,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 17:51:37.674080,[1658],[33],59,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 17:51:37.674080,[1657],"[16, 137]",17,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 17:51:37.674080,[1656],"[64, 109]",28,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:51:37.674080,[1659],"[29, 69]",32,EMPTY,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 17:51:37.674080,[1654],"[122, 148]",52,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:51:37.674080,"[1554, 1636, 1572]",EMPTY,22,EMPTY,EMPTY,"[2386, 2399, 2402]",1,complete
return_inventory,2020-01-02 17:51:37.674080,"[1587, 1556]","[64, 65]",77,7,EMPTY,EMPTY,7,complete
return_inventory,2020-01-02 17:51:37.674080,[1577],[2],18,4,EMPTY,EMPTY,4,complete
create_rental,2020-01-02 17:51:37.674080,[1653],[129],36,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 17:51:37.674080,[1652],[39],65,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 17:51:37.674080,[1655],"[67, 119]",21,EMPTY,EMPTY,EMPTY,7,complete
inspect_inventories,2020-01-02 17:52:19.534545,"[1474, 1477, 1446, 1449, 1485, 1454, 1456, 1462, 1465, 1469]","[116, 111, 102, 122, 104, 148, 128, 38, 140, 46, 33, 61, 137, 53, 16]",EMPTY,12,"[1896, 1897, 1898, 1899, 1900, 1901, 1913, 1914, 1915, 1916, 1917, 1918, 1919, 1920, 1921]",EMPTY,3,start
create_invoice,2020-01-02 17:53:19.534545,"[1474, 1477, 1446, 1449, 1454, 1456, 1465, 1469]",EMPTY,EMPTY,10,EMPTY,"[2409, 2410, 2411, 2412, 2413, 2414, 2415, 2416]",3,complete
create_invoice,2020-01-02 17:55:06.976405,"[1653, 1645]",EMPTY,EMPTY,6,EMPTY,"[2417, 2418]",1,complete
confirm_rental,2020-01-02 17:55:48.836870,"[1532, 1549]",EMPTY,EMPTY,14,EMPTY,EMPTY,7,complete
create_invoice,2020-01-02 17:56:30.697335,"[1659, 1660, 1638, 1631]",EMPTY,EMPTY,18,EMPTY,"[2419, 2420, 2421, 2422]",4,complete
pay_invoice,2020-01-02 17:57:12.557800,"[1617, 1659]",EMPTY,32,EMPTY,EMPTY,"[2359, 2421]",4,complete
lend_inventory,2020-01-02 17:57:12.557800,"[1532, 1549]","[145, 9, 144, 135]",35,17,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 17:57:12.557800,[1475],[152],52,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 17:57:12.557800,[1641],EMPTY,73,EMPTY,EMPTY,[2403],3,complete
create_rental,2020-01-02 17:57:12.557800,[1665],[24],64,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 17:57:12.557800,[1664],[151],70,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:57:12.557800,[1663],"[48, 123]",42,EMPTY,EMPTY,EMPTY,7,complete
pay_invoice,2020-01-02 17:57:12.557800,[1540],EMPTY,58,EMPTY,EMPTY,[2387],2,complete
cancel_inventory,2020-01-02 17:57:12.557800,[1581],[150],37,EMPTY,EMPTY,EMPTY,2,complete
return_inventory,2020-01-02 17:57:12.557800,[1447],[17],38,3,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 17:57:12.557800,[1662],[65],14,EMPTY,EMPTY,EMPTY,7,complete
create_rental,2020-01-02 17:57:12.557800,[1661],[99],62,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 17:57:12.557800,"[1514, 1645]",EMPTY,57,EMPTY,EMPTY,"[2397, 2417]",1,complete
pay_invoice,2020-01-02 17:57:12.557800,[1477],EMPTY,66,EMPTY,EMPTY,[2416],3,complete
pay_invoice,2020-01-02 17:57:12.557800,[1497],EMPTY,27,EMPTY,EMPTY,[2351],6,complete
confirm_invoice,2020-01-02 17:57:54.418265,"[1601, 1603, 1623, 1543, 1607, 1608, 1611, 1644, 1517, 1486, 1553, 1489, 1495, 1497, 1594, 1596, 1533, 1503]",EMPTY,EMPTY,7,EMPTY,"[2314, 2348, 2349, 2350, 2351, 2352, 2353, 2354, 2355, 2366, 2367, 2368, 2369, 2370, 2371, 2372, 2375, 2393]",6,complete
confirm_rental,2020-01-02 17:58:36.278730,"[1606, 1612, 1613, 1616, 1618, 1619, 1620]",EMPTY,EMPTY,6,EMPTY,EMPTY,1,complete
inspect_inventories,2020-01-02 17:59:18.139195,[1447],[17],EMPTY,19,[1927],EMPTY,3,start
create_invoice,2020-01-02 18:00:18.139195,[1447],EMPTY,EMPTY,10,EMPTY,[2423],3,complete
inspect_inventories,2020-01-02 18:00:41.860125,"[1587, 1556]","[64, 65]",EMPTY,14,"[1923, 1924]",EMPTY,7,start
inspect_inventories,2020-01-02 18:01:23.720590,"[1577, 1563]","[2, 29, 69]",EMPTY,4,"[1922, 1925, 1926]",EMPTY,4,start
create_invoice,2020-01-02 18:01:41.860125,"[1587, 1556]",EMPTY,EMPTY,11,EMPTY,"[2424, 2425]",7,complete
confirm_invoice,2020-01-02 18:02:05.581055,[1540],EMPTY,EMPTY,16,EMPTY,[2387],2,complete
create_invoice,2020-01-02 18:02:23.720590,[1577],EMPTY,EMPTY,4,EMPTY,[2426],4,complete
lend_inventory,2020-01-02 18:02:47.441520,[1619],"[160, 7]",57,5,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 18:02:47.441520,[1670],"[9, 145]",14,EMPTY,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 18:02:47.441520,[1606],[30],78,EMPTY,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 18:02:47.441520,[1668],[97],69,EMPTY,EMPTY,EMPTY,6,complete
pay_invoice,2020-01-02 18:02:47.441520,"[1587, 1556, 1647]",EMPTY,77,EMPTY,EMPTY,"[2407, 2424, 2425]",7,complete
create_rental,2020-01-02 18:02:47.441520,[1667],[150],30,EMPTY,EMPTY,EMPTY,2,complete
create_rental,2020-01-02 18:02:47.441520,[1666],"[116, 102]",52,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 18:02:47.441520,[1669],"[128, 53]",10,EMPTY,EMPTY,EMPTY,3,complete
return_inventory,2020-01-02 18:02:47.441520,"[1561, 1586, 1542]","[27, 96, 13, 87]",46,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 18:02:47.441520,"[1571, 1510, 1575, 1628, 1631]",EMPTY,60,EMPTY,EMPTY,"[2343, 2345, 2346, 2374, 2419]",4,complete
pay_invoice,2020-01-02 18:02:47.441520,"[1539, 1500]",EMPTY,8,EMPTY,EMPTY,"[2396, 2398]",1,complete
cancel_inventory,2020-01-02 18:02:47.441520,[1618],[22],1,EMPTY,EMPTY,EMPTY,1,complete
return_inventory,2020-01-02 18:02:47.441520,"[1532, 1549]","[145, 9, 144, 135]",35,7,EMPTY,EMPTY,7,complete
cancel_inventory,2020-01-02 18:02:47.441520,[1613],[54],50,EMPTY,EMPTY,EMPTY,1,complete
lend_inventory,2020-01-02 18:02:47.441520,[1616],"[134, 142]",15,1,EMPTY,EMPTY,1,complete
cancel_inventory,2020-01-02 18:02:47.441520,[1612],[166],71,EMPTY,EMPTY,EMPTY,1,complete
create_invoice,2020-01-02 18:04:11.162450,"[1668, 1661]",EMPTY,EMPTY,7,EMPTY,"[2427, 2428]",6,complete
create_invoice,2020-01-02 18:05:34.883380,"[1632, 1634, 1635, 1667, 1637, 1610, 1642, 1648, 1650, 1652, 1622, 1624, 1626]",EMPTY,EMPTY,16,EMPTY,"[2429, 2430, 2431, 2432, 2433, 2434, 2435, 2436, 2437, 2438, 2439, 2440, 2441]",2,complete
inspect_inventories,2020-01-02 18:06:16.743845,[1526],[24],EMPTY,5,[1912],EMPTY,1,start
create_invoice,2020-01-02 18:07:16.743845,[1526],EMPTY,EMPTY,5,EMPTY,[2442],1,complete
create_invoice,2020-01-02 18:07:40.464775,"[1664, 1670, 1655, 1656, 1662, 1663]",EMPTY,EMPTY,11,EMPTY,"[2443, 2444, 2445, 2446, 2447, 2448]",7,complete
return_inventory,2020-01-02 18:08:22.325240,[1616],"[134, 142]",15,1,EMPTY,EMPTY,1,complete
create_rental,2020-01-02 18:08:22.325240,[1675],[38],17,EMPTY,EMPTY,EMPTY,3,complete
pay_invoice,2020-01-02 18:08:22.325240,[1643],EMPTY,13,EMPTY,EMPTY,[2392],6,complete
return_inventory,2020-01-02 18:08:22.325240,"[1598, 1582]","[156, 59]",25,4,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 18:08:22.325240,[1664],EMPTY,70,EMPTY,EMPTY,[2447],7,complete
pay_invoice,2020-01-02 18:08:22.325240,"[1609, 1615]",EMPTY,67,EMPTY,EMPTY,"[2356, 2358]",4,complete
create_rental,2020-01-02 18:08:22.325240,[1674],"[166, 22]",71,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 18:08:22.325240,[1650],EMPTY,9,EMPTY,EMPTY,[2439],2,complete
create_rental,2020-01-02 18:08:22.325240,[1672],"[152, 46]",3,EMPTY,EMPTY,EMPTY,3,complete
create_rental,2020-01-02 18:08:22.325240,[1673],"[96, 13]",11,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 18:08:22.325240,[1640],EMPTY,35,EMPTY,EMPTY,[2406],7,complete
pay_invoice,2020-01-02 18:08:22.325240,"[1610, 1635, 1626, 1622]",EMPTY,79,EMPTY,EMPTY,"[2429, 2430, 2432, 2435]",2,complete
pay_invoice,2020-01-02 18:08:22.325240,"[1656, 1625]",EMPTY,28,EMPTY,EMPTY,"[2381, 2444]",7,complete
pay_invoice,2020-01-02 18:08:22.325240,"[1670, 1662]",EMPTY,14,EMPTY,EMPTY,"[2445, 2448]",7,complete
pay_invoice,2020-01-02 18:08:22.325240,[1526],EMPTY,50,EMPTY,EMPTY,[2442],1,complete
return_inventory,2020-01-02 18:08:22.325240,[1619],"[160, 7]",57,1,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 18:08:22.325240,[1655],EMPTY,21,EMPTY,EMPTY,[2443],7,complete
pay_invoice,2020-01-02 18:08:22.325240,[1624],EMPTY,16,EMPTY,EMPTY,[2431],2,complete
create_rental,2020-01-02 18:08:22.325240,[1671],[17],38,EMPTY,EMPTY,EMPTY,3,complete
inspect_inventories,2020-01-02 18:09:46.046170,"[1616, 1619]","[160, 7, 134, 142]",EMPTY,6,"[1936, 1937, 1940, 1941]",EMPTY,1,start
confirm_invoice,2020-01-02 18:10:27.906635,[1643],EMPTY,EMPTY,7,EMPTY,[2392],6,complete
create_invoice,2020-01-02 18:10:46.046170,[1616],EMPTY,EMPTY,1,EMPTY,[2449],1,complete
confirm_invoice,2020-01-02 18:11:51.627565,"[1635, 1610, 1650, 1622, 1624, 1626]",EMPTY,EMPTY,16,EMPTY,"[2429, 2430, 2431, 2432, 2435, 2439]",2,complete
create_invoice,2020-01-02 18:12:33.488030,[1673],EMPTY,EMPTY,4,EMPTY,[2450],4,complete
create_rental,2020-01-02 18:13:57.208960,[1679],[156],11,EMPTY,EMPTY,EMPTY,4,complete
pay_invoice,2020-01-02 18:13:57.208960,[1667],EMPTY,30,EMPTY,EMPTY,[2441],2,complete
cancel_inventory,2020-01-02 18:13:57.208960,[1618],[20],1,EMPTY,EMPTY,EMPTY,1,complete
pay_invoice,2020-01-02 18:13:57.208960,"[1630, 1639]",EMPTY,76,EMPTY,EMPTY,"[2390, 2391]",6,complete
pay_invoice,2020-01-02 18:13:57.208960,[1646],EMPTY,52,EMPTY,EMPTY,[2404],3,complete
